artist,track,date.entered,week,rank
Eve,Love Is Blind,2000-01-08,wk72,NA
Eve,Love Is Blind,2000-01-08,wk73,NA
Eve,Love Is Blind,2000-01-08,wk74,NA
Eve,Love Is Blind,2000-01-08,wk75,NA
Eve,Love Is Blind,2000-01-08,wk76,NA
Everclear,Wonderful,2000-07-08,wk1,77
Everclear,Wonderful,2000-07-08,wk2,69
Everclear,Wonderful,2000-07-08,wk3,53
Everclear,Wonderful,2000-07-08,wk4,37
Everclear,Wonderful,2000-07-08,wk5,33
Everclear,Wonderful,2000-07-08,wk6,25
Everclear,Wonderful,2000-07-08,wk7,24
Everclear,Wonderful,2000-07-08,wk8,23
Everclear,Wonderful,2000-07-08,wk9,22
Everclear,Wonderful,2000-07-08,wk10,25
Everclear,Wonderful,2000-07-08,wk11,28
Everclear,Wonderful,2000-07-08,wk12,25
Everclear,Wonderful,2000-07-08,wk13,11
Everclear,Wonderful,2000-07-08,wk14,13
Everclear,Wonderful,2000-07-08,wk15,13
Everclear,Wonderful,2000-07-08,wk16,11
Everclear,Wonderful,2000-07-08,wk17,18
Everclear,Wonderful,2000-07-08,wk18,28
Everclear,Wonderful,2000-07-08,wk19,36
Everclear,Wonderful,2000-07-08,wk20,39
Everclear,Wonderful,2000-07-08,wk21,45
Everclear,Wonderful,2000-07-08,wk22,NA
Everclear,Wonderful,2000-07-08,wk23,NA
Everclear,Wonderful,2000-07-08,wk24,NA
Everclear,Wonderful,2000-07-08,wk25,NA
Everclear,Wonderful,2000-07-08,wk26,NA
Everclear,Wonderful,2000-07-08,wk27,NA
Everclear,Wonderful,2000-07-08,wk28,NA
Everclear,Wonderful,2000-07-08,wk29,NA
Everclear,Wonderful,2000-07-08,wk30,NA
Everclear,Wonderful,2000-07-08,wk31,NA
Everclear,Wonderful,2000-07-08,wk32,NA
Everclear,Wonderful,2000-07-08,wk33,NA
Everclear,Wonderful,2000-07-08,wk34,NA
Everclear,Wonderful,2000-07-08,wk35,NA
Everclear,Wonderful,2000-07-08,wk36,NA
Everclear,Wonderful,2000-07-08,wk37,NA
Everclear,Wonderful,2000-07-08,wk38,NA
Everclear,Wonderful,2000-07-08,wk39,NA
Everclear,Wonderful,2000-07-08,wk40,NA
Everclear,Wonderful,2000-07-08,wk41,NA
Everclear,Wonderful,2000-07-08,wk42,NA
Everclear,Wonderful,2000-07-08,wk43,NA
Everclear,Wonderful,2000-07-08,wk44,NA
Everclear,Wonderful,2000-07-08,wk45,NA
Everclear,Wonderful,2000-07-08,wk46,NA
Everclear,Wonderful,2000-07-08,wk47,NA
Everclear,Wonderful,2000-07-08,wk48,NA
Everclear,Wonderful,2000-07-08,wk49,NA
Everclear,Wonderful,2000-07-08,wk50,NA
Everclear,Wonderful,2000-07-08,wk51,NA
Everclear,Wonderful,2000-07-08,wk52,NA
Everclear,Wonderful,2000-07-08,wk53,NA
Everclear,Wonderful,2000-07-08,wk54,NA
Everclear,Wonderful,2000-07-08,wk55,NA
Everclear,Wonderful,2000-07-08,wk56,NA
Everclear,Wonderful,2000-07-08,wk57,NA
Everclear,Wonderful,2000-07-08,wk58,NA
Everclear,Wonderful,2000-07-08,wk59,NA
Everclear,Wonderful,2000-07-08,wk60,NA
Everclear,Wonderful,2000-07-08,wk61,NA
Everclear,Wonderful,2000-07-08,wk62,NA
Everclear,Wonderful,2000-07-08,wk63,NA
Everclear,Wonderful,2000-07-08,wk64,NA
Everclear,Wonderful,2000-07-08,wk65,NA
Everclear,Wonderful,2000-07-08,wk66,NA
Everclear,Wonderful,2000-07-08,wk67,NA
Everclear,Wonderful,2000-07-08,wk68,NA
Everclear,Wonderful,2000-07-08,wk69,NA
Everclear,Wonderful,2000-07-08,wk70,NA
Everclear,Wonderful,2000-07-08,wk71,NA
Everclear,Wonderful,2000-07-08,wk72,NA
Everclear,Wonderful,2000-07-08,wk73,NA
Everclear,Wonderful,2000-07-08,wk74,NA
Everclear,Wonderful,2000-07-08,wk75,NA
Everclear,Wonderful,2000-07-08,wk76,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk1,91
"Fabian, Lara",I Will Love Again,2000-06-10,wk2,80
"Fabian, Lara",I Will Love Again,2000-06-10,wk3,75
"Fabian, Lara",I Will Love Again,2000-06-10,wk4,61
"Fabian, Lara",I Will Love Again,2000-06-10,wk5,60
"Fabian, Lara",I Will Love Again,2000-06-10,wk6,52
"Fabian, Lara",I Will Love Again,2000-06-10,wk7,45
"Fabian, Lara",I Will Love Again,2000-06-10,wk8,40
"Fabian, Lara",I Will Love Again,2000-06-10,wk9,36
"Fabian, Lara",I Will Love Again,2000-06-10,wk10,32
"Fabian, Lara",I Will Love Again,2000-06-10,wk11,37
"Fabian, Lara",I Will Love Again,2000-06-10,wk12,45
"Fabian, Lara",I Will Love Again,2000-06-10,wk13,68
"Fabian, Lara",I Will Love Again,2000-06-10,wk14,80
"Fabian, Lara",I Will Love Again,2000-06-10,wk15,80
"Fabian, Lara",I Will Love Again,2000-06-10,wk16,89
"Fabian, Lara",I Will Love Again,2000-06-10,wk17,96
"Fabian, Lara",I Will Love Again,2000-06-10,wk18,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk19,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk20,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk21,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk22,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk23,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk24,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk25,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk26,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk27,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk28,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk29,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk30,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk31,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk32,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk33,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk34,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk35,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk36,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk37,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk38,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk39,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk40,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk41,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk42,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk43,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk44,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk45,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk46,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk47,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk48,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk49,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk50,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk51,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk52,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk53,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk54,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk55,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk56,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk57,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk58,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk59,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk60,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk61,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk62,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk63,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk64,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk65,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk66,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk67,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk68,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk69,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk70,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk71,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk72,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk73,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk74,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk75,NA
"Fabian, Lara",I Will Love Again,2000-06-10,wk76,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk1,94
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk2,94
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk3,94
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk4,87
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk5,77
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk6,77
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk7,83
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk8,82
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk9,82
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk10,92
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk11,76
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk12,95
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk13,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk14,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk15,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk16,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk17,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk18,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk19,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk20,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk21,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk22,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk23,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk24,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk25,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk26,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk27,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk28,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk29,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk30,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk31,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk32,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk33,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk34,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk35,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk36,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk37,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk38,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk39,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk40,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk41,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk42,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk43,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk44,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk45,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk46,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk47,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk48,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk49,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk50,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk51,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk52,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk53,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk54,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk55,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk56,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk57,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk58,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk59,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk60,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk61,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk62,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk63,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk64,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk65,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk66,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk67,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk68,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk69,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk70,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk71,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk72,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk73,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk74,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk75,NA
Fatboy Slim,The Rockafeller Skan...,1999-11-13,wk76,NA
Filter,Take A Picture,1999-11-27,wk1,91
Filter,Take A Picture,1999-11-27,wk2,74
Filter,Take A Picture,1999-11-27,wk3,64
Filter,Take A Picture,1999-11-27,wk4,52
Filter,Take A Picture,1999-11-27,wk5,38
Filter,Take A Picture,1999-11-27,wk6,38
Filter,Take A Picture,1999-11-27,wk7,34
Filter,Take A Picture,1999-11-27,wk8,31
Filter,Take A Picture,1999-11-27,wk9,21
Filter,Take A Picture,1999-11-27,wk10,19
Filter,Take A Picture,1999-11-27,wk11,12
Filter,Take A Picture,1999-11-27,wk12,13
Filter,Take A Picture,1999-11-27,wk13,15
Filter,Take A Picture,1999-11-27,wk14,20
Filter,Take A Picture,1999-11-27,wk15,19
Filter,Take A Picture,1999-11-27,wk16,22
Filter,Take A Picture,1999-11-27,wk17,23
Filter,Take A Picture,1999-11-27,wk18,24
Filter,Take A Picture,1999-11-27,wk19,31
Filter,Take A Picture,1999-11-27,wk20,42
Filter,Take A Picture,1999-11-27,wk21,NA
Filter,Take A Picture,1999-11-27,wk22,NA
Filter,Take A Picture,1999-11-27,wk23,NA
Filter,Take A Picture,1999-11-27,wk24,NA
Filter,Take A Picture,1999-11-27,wk25,NA
Filter,Take A Picture,1999-11-27,wk26,NA
Filter,Take A Picture,1999-11-27,wk27,NA
Filter,Take A Picture,1999-11-27,wk28,NA
Filter,Take A Picture,1999-11-27,wk29,NA
Filter,Take A Picture,1999-11-27,wk30,NA
Filter,Take A Picture,1999-11-27,wk31,NA
Filter,Take A Picture,1999-11-27,wk32,NA
Filter,Take A Picture,1999-11-27,wk33,NA
Filter,Take A Picture,1999-11-27,wk34,NA
Filter,Take A Picture,1999-11-27,wk35,NA
Filter,Take A Picture,1999-11-27,wk36,NA
Filter,Take A Picture,1999-11-27,wk37,NA
Filter,Take A Picture,1999-11-27,wk38,NA
Filter,Take A Picture,1999-11-27,wk39,NA
Filter,Take A Picture,1999-11-27,wk40,NA
Filter,Take A Picture,1999-11-27,wk41,NA
Filter,Take A Picture,1999-11-27,wk42,NA
Filter,Take A Picture,1999-11-27,wk43,NA
Filter,Take A Picture,1999-11-27,wk44,NA
Filter,Take A Picture,1999-11-27,wk45,NA
Filter,Take A Picture,1999-11-27,wk46,NA
Filter,Take A Picture,1999-11-27,wk47,NA
Filter,Take A Picture,1999-11-27,wk48,NA
Filter,Take A Picture,1999-11-27,wk49,NA
Filter,Take A Picture,1999-11-27,wk50,NA
Filter,Take A Picture,1999-11-27,wk51,NA
Filter,Take A Picture,1999-11-27,wk52,NA
Filter,Take A Picture,1999-11-27,wk53,NA
Filter,Take A Picture,1999-11-27,wk54,NA
Filter,Take A Picture,1999-11-27,wk55,NA
Filter,Take A Picture,1999-11-27,wk56,NA
Filter,Take A Picture,1999-11-27,wk57,NA
Filter,Take A Picture,1999-11-27,wk58,NA
Filter,Take A Picture,1999-11-27,wk59,NA
Filter,Take A Picture,1999-11-27,wk60,NA
Filter,Take A Picture,1999-11-27,wk61,NA
Filter,Take A Picture,1999-11-27,wk62,NA
Filter,Take A Picture,1999-11-27,wk63,NA
Filter,Take A Picture,1999-11-27,wk64,NA
Filter,Take A Picture,1999-11-27,wk65,NA
Filter,Take A Picture,1999-11-27,wk66,NA
Filter,Take A Picture,1999-11-27,wk67,NA
Filter,Take A Picture,1999-11-27,wk68,NA
Filter,Take A Picture,1999-11-27,wk69,NA
Filter,Take A Picture,1999-11-27,wk70,NA
Filter,Take A Picture,1999-11-27,wk71,NA
Filter,Take A Picture,1999-11-27,wk72,NA
Filter,Take A Picture,1999-11-27,wk73,NA
Filter,Take A Picture,1999-11-27,wk74,NA
Filter,Take A Picture,1999-11-27,wk75,NA
Filter,Take A Picture,1999-11-27,wk76,NA
Foo Fighters,Learn To Fly,1999-10-16,wk1,80
Foo Fighters,Learn To Fly,1999-10-16,wk2,69
Foo Fighters,Learn To Fly,1999-10-16,wk3,68
Foo Fighters,Learn To Fly,1999-10-16,wk4,63
Foo Fighters,Learn To Fly,1999-10-16,wk5,60
Foo Fighters,Learn To Fly,1999-10-16,wk6,52
Foo Fighters,Learn To Fly,1999-10-16,wk7,42
Foo Fighters,Learn To Fly,1999-10-16,wk8,32
Foo Fighters,Learn To Fly,1999-10-16,wk9,30
Foo Fighters,Learn To Fly,1999-10-16,wk10,25
Foo Fighters,Learn To Fly,1999-10-16,wk11,22
Foo Fighters,Learn To Fly,1999-10-16,wk12,22
Foo Fighters,Learn To Fly,1999-10-16,wk13,26
Foo Fighters,Learn To Fly,1999-10-16,wk14,20
Foo Fighters,Learn To Fly,1999-10-16,wk15,19
Foo Fighters,Learn To Fly,1999-10-16,wk16,20
Foo Fighters,Learn To Fly,1999-10-16,wk17,26
Foo Fighters,Learn To Fly,1999-10-16,wk18,30
Foo Fighters,Learn To Fly,1999-10-16,wk19,35
Foo Fighters,Learn To Fly,1999-10-16,wk20,42
Foo Fighters,Learn To Fly,1999-10-16,wk21,50
Foo Fighters,Learn To Fly,1999-10-16,wk22,NA
Foo Fighters,Learn To Fly,1999-10-16,wk23,NA
Foo Fighters,Learn To Fly,1999-10-16,wk24,NA
Foo Fighters,Learn To Fly,1999-10-16,wk25,NA
Foo Fighters,Learn To Fly,1999-10-16,wk26,NA
Foo Fighters,Learn To Fly,1999-10-16,wk27,NA
Foo Fighters,Learn To Fly,1999-10-16,wk28,NA
Foo Fighters,Learn To Fly,1999-10-16,wk29,NA
Foo Fighters,Learn To Fly,1999-10-16,wk30,NA
Foo Fighters,Learn To Fly,1999-10-16,wk31,NA
Foo Fighters,Learn To Fly,1999-10-16,wk32,NA
Foo Fighters,Learn To Fly,1999-10-16,wk33,NA
Foo Fighters,Learn To Fly,1999-10-16,wk34,NA
Foo Fighters,Learn To Fly,1999-10-16,wk35,NA
Foo Fighters,Learn To Fly,1999-10-16,wk36,NA
Foo Fighters,Learn To Fly,1999-10-16,wk37,NA
Foo Fighters,Learn To Fly,1999-10-16,wk38,NA
Foo Fighters,Learn To Fly,1999-10-16,wk39,NA
Foo Fighters,Learn To Fly,1999-10-16,wk40,NA
Foo Fighters,Learn To Fly,1999-10-16,wk41,NA
Foo Fighters,Learn To Fly,1999-10-16,wk42,NA
Foo Fighters,Learn To Fly,1999-10-16,wk43,NA
Foo Fighters,Learn To Fly,1999-10-16,wk44,NA
Foo Fighters,Learn To Fly,1999-10-16,wk45,NA
Foo Fighters,Learn To Fly,1999-10-16,wk46,NA
Foo Fighters,Learn To Fly,1999-10-16,wk47,NA
Foo Fighters,Learn To Fly,1999-10-16,wk48,NA
Foo Fighters,Learn To Fly,1999-10-16,wk49,NA
Foo Fighters,Learn To Fly,1999-10-16,wk50,NA
Foo Fighters,Learn To Fly,1999-10-16,wk51,NA
Foo Fighters,Learn To Fly,1999-10-16,wk52,NA
Foo Fighters,Learn To Fly,1999-10-16,wk53,NA
Foo Fighters,Learn To Fly,1999-10-16,wk54,NA
Foo Fighters,Learn To Fly,1999-10-16,wk55,NA
Foo Fighters,Learn To Fly,1999-10-16,wk56,NA
Foo Fighters,Learn To Fly,1999-10-16,wk57,NA
Foo Fighters,Learn To Fly,1999-10-16,wk58,NA
Foo Fighters,Learn To Fly,1999-10-16,wk59,NA
Foo Fighters,Learn To Fly,1999-10-16,wk60,NA
Foo Fighters,Learn To Fly,1999-10-16,wk61,NA
Foo Fighters,Learn To Fly,1999-10-16,wk62,NA
Foo Fighters,Learn To Fly,1999-10-16,wk63,NA
Foo Fighters,Learn To Fly,1999-10-16,wk64,NA
Foo Fighters,Learn To Fly,1999-10-16,wk65,NA
Foo Fighters,Learn To Fly,1999-10-16,wk66,NA
Foo Fighters,Learn To Fly,1999-10-16,wk67,NA
Foo Fighters,Learn To Fly,1999-10-16,wk68,NA
Foo Fighters,Learn To Fly,1999-10-16,wk69,NA
Foo Fighters,Learn To Fly,1999-10-16,wk70,NA
Foo Fighters,Learn To Fly,1999-10-16,wk71,NA
Foo Fighters,Learn To Fly,1999-10-16,wk72,NA
Foo Fighters,Learn To Fly,1999-10-16,wk73,NA
Foo Fighters,Learn To Fly,1999-10-16,wk74,NA
Foo Fighters,Learn To Fly,1999-10-16,wk75,NA
Foo Fighters,Learn To Fly,1999-10-16,wk76,NA
Fragma,Toca's Miracle,2000-10-28,wk1,99
Fragma,Toca's Miracle,2000-10-28,wk2,NA
Fragma,Toca's Miracle,2000-10-28,wk3,NA
Fragma,Toca's Miracle,2000-10-28,wk4,NA
Fragma,Toca's Miracle,2000-10-28,wk5,NA
Fragma,Toca's Miracle,2000-10-28,wk6,NA
Fragma,Toca's Miracle,2000-10-28,wk7,NA
Fragma,Toca's Miracle,2000-10-28,wk8,NA
Fragma,Toca's Miracle,2000-10-28,wk9,NA
Fragma,Toca's Miracle,2000-10-28,wk10,NA
Fragma,Toca's Miracle,2000-10-28,wk11,NA
Fragma,Toca's Miracle,2000-10-28,wk12,NA
Fragma,Toca's Miracle,2000-10-28,wk13,NA
Fragma,Toca's Miracle,2000-10-28,wk14,NA
Fragma,Toca's Miracle,2000-10-28,wk15,NA
Fragma,Toca's Miracle,2000-10-28,wk16,NA
Fragma,Toca's Miracle,2000-10-28,wk17,NA
Fragma,Toca's Miracle,2000-10-28,wk18,NA
Fragma,Toca's Miracle,2000-10-28,wk19,NA
Fragma,Toca's Miracle,2000-10-28,wk20,NA
Fragma,Toca's Miracle,2000-10-28,wk21,NA
Fragma,Toca's Miracle,2000-10-28,wk22,NA
Fragma,Toca's Miracle,2000-10-28,wk23,NA
Fragma,Toca's Miracle,2000-10-28,wk24,NA
Fragma,Toca's Miracle,2000-10-28,wk25,NA
Fragma,Toca's Miracle,2000-10-28,wk26,NA
Fragma,Toca's Miracle,2000-10-28,wk27,NA
Fragma,Toca's Miracle,2000-10-28,wk28,NA
Fragma,Toca's Miracle,2000-10-28,wk29,NA
Fragma,Toca's Miracle,2000-10-28,wk30,NA
Fragma,Toca's Miracle,2000-10-28,wk31,NA
Fragma,Toca's Miracle,2000-10-28,wk32,NA
Fragma,Toca's Miracle,2000-10-28,wk33,NA
Fragma,Toca's Miracle,2000-10-28,wk34,NA
Fragma,Toca's Miracle,2000-10-28,wk35,NA
Fragma,Toca's Miracle,2000-10-28,wk36,NA
Fragma,Toca's Miracle,2000-10-28,wk37,NA
Fragma,Toca's Miracle,2000-10-28,wk38,NA
Fragma,Toca's Miracle,2000-10-28,wk39,NA
Fragma,Toca's Miracle,2000-10-28,wk40,NA
Fragma,Toca's Miracle,2000-10-28,wk41,NA
Fragma,Toca's Miracle,2000-10-28,wk42,NA
Fragma,Toca's Miracle,2000-10-28,wk43,NA
Fragma,Toca's Miracle,2000-10-28,wk44,NA
Fragma,Toca's Miracle,2000-10-28,wk45,NA
Fragma,Toca's Miracle,2000-10-28,wk46,NA
Fragma,Toca's Miracle,2000-10-28,wk47,NA
Fragma,Toca's Miracle,2000-10-28,wk48,NA
Fragma,Toca's Miracle,2000-10-28,wk49,NA
Fragma,Toca's Miracle,2000-10-28,wk50,NA
Fragma,Toca's Miracle,2000-10-28,wk51,NA
Fragma,Toca's Miracle,2000-10-28,wk52,NA
Fragma,Toca's Miracle,2000-10-28,wk53,NA
Fragma,Toca's Miracle,2000-10-28,wk54,NA
Fragma,Toca's Miracle,2000-10-28,wk55,NA
Fragma,Toca's Miracle,2000-10-28,wk56,NA
Fragma,Toca's Miracle,2000-10-28,wk57,NA
Fragma,Toca's Miracle,2000-10-28,wk58,NA
Fragma,Toca's Miracle,2000-10-28,wk59,NA
Fragma,Toca's Miracle,2000-10-28,wk60,NA
Fragma,Toca's Miracle,2000-10-28,wk61,NA
Fragma,Toca's Miracle,2000-10-28,wk62,NA
Fragma,Toca's Miracle,2000-10-28,wk63,NA
Fragma,Toca's Miracle,2000-10-28,wk64,NA
Fragma,Toca's Miracle,2000-10-28,wk65,NA
Fragma,Toca's Miracle,2000-10-28,wk66,NA
Fragma,Toca's Miracle,2000-10-28,wk67,NA
Fragma,Toca's Miracle,2000-10-28,wk68,NA
Fragma,Toca's Miracle,2000-10-28,wk69,NA
Fragma,Toca's Miracle,2000-10-28,wk70,NA
Fragma,Toca's Miracle,2000-10-28,wk71,NA
Fragma,Toca's Miracle,2000-10-28,wk72,NA
Fragma,Toca's Miracle,2000-10-28,wk73,NA
Fragma,Toca's Miracle,2000-10-28,wk74,NA
Fragma,Toca's Miracle,2000-10-28,wk75,NA
Fragma,Toca's Miracle,2000-10-28,wk76,NA
Funkmaster Flex,Do You,2000-11-11,wk1,92
Funkmaster Flex,Do You,2000-11-11,wk2,92
Funkmaster Flex,Do You,2000-11-11,wk3,95
Funkmaster Flex,Do You,2000-11-11,wk4,91
Funkmaster Flex,Do You,2000-11-11,wk5,91
Funkmaster Flex,Do You,2000-11-11,wk6,94
Funkmaster Flex,Do You,2000-11-11,wk7,100
Funkmaster Flex,Do You,2000-11-11,wk8,NA
Funkmaster Flex,Do You,2000-11-11,wk9,NA
Funkmaster Flex,Do You,2000-11-11,wk10,NA
Funkmaster Flex,Do You,2000-11-11,wk11,NA
Funkmaster Flex,Do You,2000-11-11,wk12,NA
Funkmaster Flex,Do You,2000-11-11,wk13,NA
Funkmaster Flex,Do You,2000-11-11,wk14,NA
Funkmaster Flex,Do You,2000-11-11,wk15,NA
Funkmaster Flex,Do You,2000-11-11,wk16,NA
Funkmaster Flex,Do You,2000-11-11,wk17,NA
Funkmaster Flex,Do You,2000-11-11,wk18,NA
Funkmaster Flex,Do You,2000-11-11,wk19,NA
Funkmaster Flex,Do You,2000-11-11,wk20,NA
Funkmaster Flex,Do You,2000-11-11,wk21,NA
Funkmaster Flex,Do You,2000-11-11,wk22,NA
Funkmaster Flex,Do You,2000-11-11,wk23,NA
