name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Washington,DC,USA",2017-11-14,10.5,3.7,7.3,10.5,1.4,5.2,1.3,67.4,0.0,0,0.0,,0.0,0.0,27.7,21.6,349.4,1027.3,82.7,15.4,82.0,7.1,4,,2017-11-14T06:49:57,2017-11-14T16:54:49,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,KGAI,KADW,KDAA,72033493764"
"Washington,DC,USA",2017-11-15,12.2,2.0,7.6,12.2,-0.7,6.3,2.4,70.1,0.0,0,0.0,,0.0,0.0,21.2,14.1,42.5,1022.7,58.5,16.0,113.5,9.9,4,,2017-11-15T06:51:04,2017-11-15T16:54:03,0.9,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KIAD,KDCA,72405013743,72403093738,KGAI,KADW,KDAA,72033493764"
"Washington,DC,USA",2017-11-16,17.7,6.6,10.6,17.7,4.4,9.2,3.0,61.7,0.0,0,0.0,,0.0,0.0,49.0,31.3,287.8,1015.3,61.4,16.0,106.2,9.0,5,,2017-11-16T06:52:10,2017-11-16T16:53:20,0.94,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,KGAI,KADW,KDAA,72033493764"
"Washington,DC,USA",2017-11-17,11.6,4.1,8.1,11.6,1.8,6.4,-1.3,52.6,0.0,0,0.0,,0.0,0.0,35.1,25.6,297.0,1021.4,57.4,16.0,135.5,11.8,5,,2017-11-17T06:53:17,2017-11-17T16:52:38,0.97,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403093738,72406093721,KGAI,KADW,KDAA,72033493764"
"Washington,DC,USA",2017-11-18,17.1,3.6,10.1,17.1,0.2,8.7,3.9,66.8,0.0,0,0.0,,0.0,0.0,55.4,34.9,193.1,1008.6,79.4,16.0,67.1,5.8,3,,2017-11-18T06:54:23,2017-11-18T16:51:58,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KIAD,KDCA,72405013743,72403093738,KGAI,KADW,KDAA,72033493764"
"Washington,DC,USA",2017-11-19,17.7,7.1,11.0,17.7,3.3,9.3,2.1,55.1,1.77,100,25.0,rain,0.0,0.0,76.8,46.1,279.2,1004.9,74.2,16.0,111.8,9.7,5,,2017-11-19T06:55:29,2017-11-19T16:51:20,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KIAD,KDCA,72405013743,72403093738,KGAI,KADW,KDAA,72033493764"
"Washington,DC,USA",2017-11-20,11.1,3.7,7.1,11.1,0.2,4.6,-5.0,42.9,0.0,0,0.0,,0.0,0.0,37.0,28.4,267.1,1021.1,35.4,16.0,131.9,11.3,5,,2017-11-20T06:56:34,2017-11-20T16:50:44,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,KGAI,KADW,KDAA,72033493764"
"Washington,DC,USA",2017-11-21,16.1,4.1,10.2,16.1,1.1,9.0,2.1,58.1,0.0,0,0.0,,0.0,0.0,41.9,28.9,196.9,1019.4,73.1,16.0,120.3,10.5,5,,2017-11-21T06:57:39,2017-11-21T16:50:10,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,KGAI,KADW,KDAA,72033493764"
"Washington,DC,USA",2017-11-22,14.3,3.7,10.2,14.3,0.2,9.1,2.1,59.2,0.304,100,12.5,rain,0.0,0.0,55.1,40.0,312.4,1017.1,47.4,16.0,110.2,9.5,5,,2017-11-22T06:58:44,2017-11-22T16:49:38,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KDCA,72405013743,KGAI,KADW,KDAA,72033493764"
"Washington,DC,USA",2017-11-23,7.7,-0.3,3.5,7.7,-4.2,1.2,-4.8,55.9,0.0,0,0.0,,0.0,0.0,21.6,15.7,313.1,1020.7,23.0,16.0,130.6,11.3,5,,2017-11-23T06:59:48,2017-11-23T16:49:08,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,KGAI,KADW,KDAA,72033493764"
"Washington,DC,USA",2017-11-24,11.7,-0.3,5.4,11.7,-3.3,3.9,-0.7,67.0,0.0,0,0.0,,0.0,0.0,20.9,17.6,184.9,1017.2,4.2,16.0,125.3,10.8,5,,2017-11-24T07:00:52,2017-11-24T16:48:40,0.21,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,KGAI,KADW,KDAA,72033493764"
"Washington,DC,USA",2017-11-25,15.6,3.6,9.3,15.6,0.5,8.4,2.2,63.5,0.0,0,0.0,,0.0,0.0,37.1,17.6,212.7,1009.9,41.8,16.0,114.6,10.0,5,,2017-11-25T07:01:55,2017-11-25T16:48:14,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,KGAI,KADW,KDAA,72033493764"
"Washington,DC,USA",2017-11-26,12.2,7.5,10.0,12.2,5.2,9.4,-0.9,47.0,0.0,0,0.0,,0.0,0.0,46.4,27.6,305.8,1016.8,46.9,16.0,120.6,10.4,5,,2017-11-26T07:02:58,2017-11-26T16:47:50,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KIAD,KDCA,72405013743,72403093738,KGAI,KADW,KDAA,72033493764"
"Washington,DC,USA",2017-11-27,16.1,3.2,9.1,16.1,0.4,8.0,-0.1,55.0,0.0,0,0.0,,0.0,0.0,30.6,21.5,229.7,1021.1,52.2,16.0,121.1,10.5,5,,2017-11-27T07:04:00,2017-11-27T16:47:28,0.3,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KGAI,KADW,KDAA,72033493764"
"Washington,DC,USA",2017-11-28,15.7,3.5,9.2,15.7,1.8,8.5,2.5,66.1,0.0,0,0.0,,0.0,0.0,33.5,18.4,172.8,1026.6,18.9,16.0,119.7,10.4,5,,2017-11-28T07:05:01,2017-11-28T16:47:08,0.34,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,KGAI,KADW,KDAA,72033493764"
"Washington,DC,USA",2017-11-29,21.0,5.9,11.4,21.0,3.3,10.4,2.9,60.4,0.0,0,0.0,,0.0,0.0,42.5,25.2,272.8,1023.1,14.9,16.0,117.1,10.0,5,,2017-11-29T07:06:02,2017-11-29T16:46:51,0.37,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,KGAI,KADW,KDAA,72033493764"
"Washington,DC,USA",2017-11-30,15.0,5.9,10.1,15.0,3.4,9.4,3.7,64.9,0.282,100,4.17,rain,0.0,0.0,26.6,14.6,108.0,1022.3,77.2,16.0,107.8,9.4,4,,2017-11-30T07:07:02,2017-11-30T16:46:36,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KGAI,KADW,KDAA,72033493764"
"Washington,DC,USA",2017-12-01,13.3,5.8,10.1,13.3,5.5,9.1,3.5,65.8,0.0,0,0.0,,0.0,0.0,32.4,28.6,336.1,1022.7,25.1,16.0,114.3,10.0,5,,2017-12-01T07:08:01,2017-12-01T16:46:22,0.44,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403093738,72406093721,KGAI,KADW,KDAA,72033493764"
"Washington,DC,USA",2017-12-02,11.1,1.9,6.5,11.1,-0.1,6.0,2.1,74.3,0.0,0,0.0,,0.0,0.0,19.8,12.4,149.5,1024.7,48.1,16.0,82.2,7.1,3,,2017-12-02T07:08:59,2017-12-02T16:46:11,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,KGAI,KADW,KDAA,72033493764"
"Washington,DC,USA",2017-12-03,13.8,5.3,8.3,13.8,3.2,7.8,3.3,72.9,0.789,100,8.33,rain,0.0,0.0,22.7,16.3,20.4,1023.3,43.2,15.2,103.4,8.9,4,,2017-12-03T07:09:56,2017-12-03T16:46:02,0.5,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"KDCA,72405013743,KGAI,KADW,KDAA,72033493764"
"Washington,DC,USA",2017-12-04,13.3,2.6,7.4,13.3,1.3,6.7,2.4,73.0,0.0,0,0.0,,0.0,0.0,27.4,16.4,150.1,1028.5,58.2,14.9,103.1,8.9,4,,2017-12-04T07:10:52,2017-12-04T16:45:56,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KIAD,KDCA,72405013743,72403093738,KGAI,KADW,KDAA,72033493764"
"Washington,DC,USA",2017-12-05,15.5,7.1,11.5,15.5,5.3,10.9,10.0,90.3,1.891,100,20.83,rain,0.0,0.0,47.5,27.1,192.9,1019.6,76.1,13.3,74.2,6.4,4,,2017-12-05T07:11:47,2017-12-05T16:45:51,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2017-12-06,13.8,5.5,8.0,13.8,0.5,5.8,-4.2,44.2,0.0,0,0.0,,0.0,0.0,58.3,43.2,297.4,1017.6,84.1,16.0,80.2,6.9,4,,2017-12-06T07:12:41,2017-12-06T16:45:49,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2017-12-07,9.3,5.4,6.9,7.6,2.8,4.6,-5.3,42.0,0.0,0,0.0,,0.0,0.0,39.2,20.7,275.7,1018.6,67.9,16.0,105.4,9.2,5,,2017-12-07T07:13:33,2017-12-07T16:45:49,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,KGAI,KADW,KDAA,72033493764"
"Washington,DC,USA",2017-12-08,5.5,2.8,4.0,4.9,-0.2,2.0,-4.7,54.1,0.0,0,0.0,,0.0,0.1,22.7,17.4,324.9,1018.6,89.3,16.0,49.9,4.2,3,,2017-12-08T07:14:25,2017-12-08T16:45:51,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,KGAI,KADW,KDAA,72033493764"
"Washington,DC,USA",2017-12-09,3.2,-0.1,1.3,3.2,-5.1,-1.9,-1.1,84.3,4.522,100,50.0,"rain,snow",0.9,0.3,19.1,21.6,333.6,1012.2,74.0,9.4,16.9,1.5,1,,2017-12-09T07:15:15,2017-12-09T16:45:55,0.71,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"KDCA,72405013743,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2017-12-10,4.9,-0.8,2.2,2.3,-4.0,-1.0,-3.4,67.9,0.006,100,4.17,"rain,snow",0.1,0.1,35.3,17.5,229.6,1016.5,75.9,15.9,108.7,9.4,5,,2017-12-10T07:16:04,2017-12-10T16:46:01,0.75,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,snow,"KDCA,72405013743,KGAI,KADW,KDAA,72033493764"
"Washington,DC,USA",2017-12-11,8.8,1.5,4.9,7.6,-1.2,2.6,-1.9,62.6,0.0,0,0.0,,0.0,0.8,29.5,21.6,178.8,1016.8,58.4,16.0,110.3,9.7,5,,2017-12-11T07:16:51,2017-12-11T16:46:10,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,KGAI,KADW,KDAA,72033493764"
"Washington,DC,USA",2017-12-12,8.8,-3.4,4.8,7.2,-11.4,0.8,-3.4,56.4,0.019,100,4.17,"rain,snow",0.0,0.1,62.2,42.0,281.7,1004.2,74.9,16.0,65.0,5.5,3,,2017-12-12T07:17:37,2017-12-12T16:46:21,0.81,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,"KDCA,72405013743,KGAI,KADW,KDAA,72033493764"
"Washington,DC,USA",2017-12-13,2.1,-5.1,-1.6,-2.6,-13.2,-7.7,-15.0,35.5,0.07,100,4.17,snow,0.0,0.0,56.9,40.1,274.4,1008.4,45.3,15.8,117.0,10.2,5,,2017-12-13T07:18:22,2017-12-13T16:46:33,0.84,"Snow, Partially cloudy",Becoming cloudy in the afternoon with morning snow.,rain,"KDCA,72405013743,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2017-12-14,6.6,-0.2,3.0,2.0,-4.8,-1.4,-8.1,44.2,0.0,0,0.0,,0.0,0.0,51.5,38.0,313.9,1009.6,72.3,16.0,85.9,7.4,4,,2017-12-14T07:19:05,2017-12-14T16:46:48,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,KGAI,KADW,KDAA,72033493764"
"Washington,DC,USA",2017-12-15,-0.7,-3.5,-1.6,-1.8,-7.6,-4.7,-8.2,63.1,0.314,100,12.5,"rain,snow",0.3,0.7,21.2,13.9,53.7,1017.5,78.7,14.4,24.0,1.9,1,,2017-12-15T07:19:46,2017-12-15T16:47:05,0.91,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,snow,"KIAD,KDCA,72405013743,72403093738,KGAI,KADW,KDAA,72033493764"
"Washington,DC,USA",2017-12-16,8.3,-3.5,2.4,5.2,-7.9,-1.0,-4.9,61.0,0.0,0,0.0,,0.0,1.8,38.9,25.4,208.0,1020.2,34.5,15.9,105.5,9.3,5,,2017-12-16T07:20:26,2017-12-16T16:47:25,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,KGAI,KADW,KDAA,72033493764"
"Washington,DC,USA",2017-12-17,9.9,-0.9,4.7,9.6,-2.5,3.9,-1.1,66.9,0.0,0,0.0,,0.0,0.4,13.3,12.3,181.9,1023.5,69.0,16.0,59.7,5.2,3,,2017-12-17T07:21:04,2017-12-17T16:47:46,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,KGAI,KADW,KDAA,72033493764"
"Washington,DC,USA",2017-12-18,12.3,3.7,8.2,12.3,2.0,7.7,2.4,67.7,0.0,0,0.0,,0.0,0.0,22.3,14.6,143.2,1018.4,80.0,16.0,102.5,8.9,4,,2017-12-18T07:21:40,2017-12-18T16:48:09,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2017-12-19,16.1,4.2,9.8,16.1,1.9,9.1,3.2,66.1,0.0,0,0.0,,0.0,0.0,34.2,20.4,199.3,1014.2,60.0,16.0,98.7,8.4,4,,2017-12-19T07:22:15,2017-12-19T16:48:34,0.05,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,KGAI,KADW,KDAA,72033493764"
"Washington,DC,USA",2017-12-20,12.5,4.1,9.0,12.5,1.1,8.0,-1.7,48.2,0.0,0,0.0,,0.0,0.0,38.9,23.8,328.5,1014.9,65.8,16.0,58.6,4.9,3,,2017-12-20T07:22:48,2017-12-20T16:49:02,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KIAD,KDCA,72405013743,72403093738,KGAI,KADW,KDAA,72033493764"
"Washington,DC,USA",2017-12-21,6.7,0.4,3.5,6.1,-3.3,1.9,-5.4,53.7,0.0,0,0.0,,0.0,0.0,17.6,14.1,83.8,1022.9,19.9,16.0,109.1,9.4,5,,2017-12-21T07:23:19,2017-12-21T16:49:31,0.12,Clear,Clear conditions throughout the day.,clear-day,"KIAD,KDCA,72405013743,72403093738,KGAI,KADW,KDAA,72033493764"
"Washington,DC,USA",2017-12-22,13.2,1.5,7.6,13.2,0.0,6.5,1.0,63.9,0.0,0,0.0,,0.0,0.0,34.2,18.3,184.3,1021.8,77.9,16.0,84.6,7.2,4,,2017-12-22T07:23:48,2017-12-22T16:50:02,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KIAD,KDCA,72405013743,72403093738,KGAI,KADW,KDAA,72033493764"
"Washington,DC,USA",2017-12-23,17.9,7.8,12.1,17.9,6.4,11.6,9.1,82.2,5.024,100,54.17,rain,0.0,0.0,59.0,40.1,217.3,1011.8,78.9,15.8,19.5,1.5,1,,2017-12-23T07:24:15,2017-12-23T16:50:35,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KGAI,KADW,KDAA,72033493764"
"Washington,DC,USA",2017-12-24,7.8,3.7,5.6,4.5,0.9,2.9,0.8,71.4,0.008,100,8.33,rain,0.0,0.0,36.0,26.7,8.0,1019.4,73.1,16.0,48.1,4.1,2,,2017-12-24T07:24:40,2017-12-24T16:51:10,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,KGAI,KADW,KDAA,72033493764"
"Washington,DC,USA",2017-12-25,4.9,-0.7,2.0,2.5,-5.5,-2.6,-9.1,46.5,0.0,0,0.0,,0.0,0.0,67.4,40.2,281.8,1019.1,54.9,16.0,114.6,9.8,5,,2017-12-25T07:25:04,2017-12-25T16:51:47,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KIAD,KDCA,72405013743,72403093738,KGAI,KADW,KDAA,72033493764"
"Washington,DC,USA",2017-12-26,3.2,-1.3,0.5,1.4,-6.7,-3.0,-13.1,35.6,0.0,0,0.0,,0.0,0.0,37.1,23.7,286.8,1031.1,61.0,16.0,111.8,9.6,5,,2017-12-26T07:25:25,2017-12-26T16:52:25,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KDCA,72405013743,KGAI,KADW,KDAA,72033493764"
"Washington,DC,USA",2017-12-27,0.5,-6.7,-1.8,-2.0,-14.4,-7.1,-11.7,47.2,0.0,0,0.0,,0.0,0.1,46.5,32.3,349.7,1033.4,78.4,16.0,64.3,5.6,3,,2017-12-27T07:25:45,2017-12-27T16:53:05,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,KGAI,KADW,KDAA,72033493764"
"Washington,DC,USA",2017-12-28,-4.4,-8.9,-6.8,-8.0,-17.2,-13.2,-17.8,41.6,0.0,0,0.0,,0.0,0.0,40.2,30.7,327.5,1036.8,45.1,16.0,114.6,9.9,5,,2017-12-28T07:26:02,2017-12-28T16:53:47,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,KGAI,KADW,KDAA,72033493764"
"Washington,DC,USA",2017-12-29,-0.7,-7.0,-4.3,-4.8,-11.8,-8.5,-14.8,44.1,0.0,0,0.0,,0.0,0.0,42.1,19.5,16.6,1027.9,71.5,16.0,113.1,9.7,5,,2017-12-29T07:26:17,2017-12-29T16:54:31,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,KGAI,KADW,KDAA,72033493764"
"Washington,DC,USA",2017-12-30,0.4,-5.7,-3.4,-3.4,-12.1,-7.4,-8.9,67.1,0.758,100,12.5,snow,0.6,0.0,48.2,32.6,357.2,1019.8,74.2,14.1,65.1,5.7,3,,2017-12-30T07:26:30,2017-12-30T16:55:16,0.42,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"KDCA,72405013743,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2017-12-31,-5.1,-8.4,-6.8,-12.1,-15.0,-13.6,-16.3,47.3,0.0,0,0.0,,0.0,2.0,42.1,32.5,323.4,1028.0,50.9,16.0,61.9,5.2,4,,2017-12-31T07:26:42,2017-12-31T16:56:03,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E7756,KDCA,72405013743,72403793728,KGAI,KADW,KDAA,AN275,72033493764,74594013705"
"Washington,DC,USA",2018-01-01,-4.5,-10.8,-7.5,-11.3,-17.4,-14.3,-17.2,47.1,0.0,0,0.0,,0.0,1.6,42.5,30.9,317.6,1032.4,24.8,16.0,93.2,8.2,4,,2018-01-01T07:26:50,2018-01-01T16:56:51,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2018-01-02,-3.4,-10.8,-7.6,-8.0,-18.4,-13.0,-18.3,42.9,0.0,0,0.0,,0.0,0.2,33.8,22.2,281.3,1033.9,6.1,16.0,96.7,8.4,4,,2018-01-02T07:26:57,2018-01-02T16:57:41,0.52,Clear,Clear conditions throughout the day.,clear-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2018-01-03,1.7,-10.4,-4.1,0.5,-13.5,-5.9,-12.9,53.4,0.0,0,0.0,"rain,snow",0.5,0.1,23.8,14.1,121.3,1024.0,61.2,15.9,72.5,6.3,3,,2018-01-03T07:27:02,2018-01-03T16:58:32,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2018-01-04,-2.9,-8.9,-4.6,-7.8,-16.7,-12.5,-11.2,61.8,4.931,100,54.17,snow,2.5,0.5,70.0,45.4,323.9,1008.2,76.1,11.9,38.8,3.4,1,,2018-01-04T07:27:05,2018-01-04T16:59:24,0.59,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2018-01-05,-6.3,-10.7,-8.9,-14.3,-20.3,-17.3,-20.7,38.0,0.131,100,8.33,snow,0.0,0.3,60.7,37.2,295.7,1019.9,16.3,16.0,101.3,8.8,4,,2018-01-05T07:27:05,2018-01-05T17:00:18,0.62,Snow,Clear conditions throughout the day with snow.,snow,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2018-01-06,-6.8,-11.8,-9.5,-15.1,-20.7,-17.3,-21.2,38.3,0.0,0,0.0,,0.0,0.1,51.4,35.1,303.9,1030.8,11.0,16.0,97.4,8.3,4,,2018-01-06T07:27:04,2018-01-06T17:01:13,0.65,Clear,Clear conditions throughout the day.,clear-day,"C8838,KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",2018-01-07,-5.1,-13.0,-8.9,-7.2,-20.1,-14.8,-19.1,44.0,0.0,0,0.0,,0.0,0.1,37.1,20.2,261.9,1036.0,38.4,16.0,99.4,8.7,4,,2018-01-07T07:27:00,2018-01-07T17:02:09,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2018-01-08,3.8,-7.3,-1.8,1.1,-12.9,-6.3,-9.9,57.0,1.607,100,25.0,"rain,snow",0.0,0.0,37.1,18.0,197.3,1023.7,92.3,16.0,58.8,5.0,3,,2018-01-08T07:26:54,2018-01-08T17:03:07,0.75,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2018-01-09,10.5,-0.8,3.1,10.5,-4.9,1.1,0.1,83.3,0.0,0,0.0,,0.0,0.6,36.0,20.0,198.1,1024.2,70.5,11.0,77.2,6.5,3,,2018-01-09T07:26:46,2018-01-09T17:04:05,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2018-01-10,6.1,-2.2,2.4,5.4,-5.2,1.0,-2.2,71.8,0.0,0,0.0,,0.0,0.2,20.9,10.9,109.4,1030.5,81.6,16.0,36.7,3.1,2,,2018-01-10T07:26:36,2018-01-10T17:05:05,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KIAD,KDCA,72405013743,72403793728,72403093738,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2018-01-11,16.8,3.9,9.7,16.8,3.9,9.7,5.5,75.4,0.0,0,0.0,,0.0,0.0,37.1,16.7,166.3,1026.1,97.1,15.7,65.1,5.7,3,,2018-01-11T07:26:23,2018-01-11T17:06:05,0.82,Overcast,Cloudy skies throughout the day.,cloudy,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2018-01-12,17.9,13.9,16.0,17.9,13.9,16.0,15.6,97.5,8.343,100,45.83,rain,0.0,0.0,52.9,31.1,177.9,1008.8,99.0,12.8,33.3,2.8,2,,2018-01-12T07:26:09,2018-01-12T17:07:07,0.85,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2018-01-13,15.8,-5.7,2.9,15.8,-14.6,-2.5,-3.9,62.6,4.159,100,20.83,rain,0.0,0.0,64.9,39.2,320.0,1015.2,60.2,15.4,78.9,6.8,4,,2018-01-13T07:25:53,2018-01-13T17:08:09,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2018-01-14,-2.3,-8.4,-5.6,-6.6,-16.5,-12.4,-16.7,42.3,0.0,0,0.0,,0.0,0.0,42.5,30.9,346.1,1037.1,34.7,16.0,109.1,9.4,5,,2018-01-14T07:25:34,2018-01-14T17:09:12,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2018-01-15,-0.1,-8.0,-3.8,-2.7,-14.4,-8.1,-9.8,63.6,0.0,0,0.0,,0.0,0.0,19.4,15.7,43.4,1035.0,78.3,16.0,57.2,5.0,3,,2018-01-15T07:25:13,2018-01-15T17:10:16,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",2018-01-16,5.0,-1.3,1.3,5.0,-4.6,-0.2,-3.2,73.6,0.018,100,4.17,"rain,snow",0.1,0.0,20.2,10.3,138.8,1030.4,94.3,15.8,76.5,6.5,4,,2018-01-16T07:24:50,2018-01-16T17:11:21,0.0,"Snow, Rain, Overcast",Cloudy skies throughout the day with afternoon rain or snow.,snow,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2018-01-17,3.2,-6.2,-2.7,-1.1,-14.4,-9.4,-9.2,62.4,0.782,100,12.5,"rain,snow",0.1,0.2,45.9,33.9,332.1,1027.9,84.6,13.5,31.3,2.8,2,,2018-01-17T07:24:25,2018-01-17T17:12:26,0.02,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,snow,"C8838,KDCA,72405013743,72403793728,D6279,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",2018-01-18,8.2,-7.2,-0.2,5.1,-15.3,-4.4,-14.5,36.9,0.0,0,0.0,,0.0,1.4,42.2,25.8,304.5,1021.0,12.7,16.0,110.9,9.6,5,,2018-01-18T07:23:59,2018-01-18T17:13:32,0.06,Clear,Clear conditions throughout the day.,clear-day,"C8838,KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
